2024-12-05 01:35:01,865 - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5555
2024-12-05 01:35:01,865 - INFO - [33mPress CTRL+C to quit[0m
2024-12-05 01:36:08,045 - WARNING - Invalid data fields in: {'relation_type': 'prevent', 'entity1_type': 'study', 'entity1_name': 'Prospective Natural History Study', 'entity2_type': 'progression', 'entity2_name': 'disease progression'}
2024-12-05 01:51:31,630 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'sirolimus', 'entity2_type': 'age_group', 'entity2_name': 'people at least 56 years of age'}
2024-12-05 01:51:31,630 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'sirolimus', 'entity2_type': 'time', 'entity2_name': '1 year'}
2024-12-05 01:51:31,631 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'sirolimus', 'entity2_type': 'adverse_event', 'entity2_name': 'AEs'}
2024-12-05 01:52:04,052 - WARNING - Invalid data fields in: {'relation_type': 'risk', 'entity1_type': 'treatment', 'entity1_name': '2RT laser', 'entity2_type': 'complication', 'entity2_name': 'provide too much energy or too little energy'}
2024-12-05 01:52:06,855 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'procedure', 'entity1_name': 'vitrectomy', 'entity2_type': 'disease', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 01:53:13,722 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'disease', 'entity2_name': 'Choroidal neovascularization'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'disease', 'entity2_name': 'Macular Edema'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'complication', 'entity2_name': 'Rubeosis Iridis'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'complication', 'entity2_name': 'Neovascular Glaucoma'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'complication', 'entity2_name': 'Proliferative Diabetic Retinopathy'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'disease', 'entity2_name': 'Pseudoxanthoma elasticum'}
2024-12-05 01:53:13,723 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'disease', 'entity2_name': 'Pathologic myopia'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'disease', 'entity2_name': 'Proliferative Diabetic Retinopathy'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'VEGF driven ocular diseases'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Retinal Vein Occlusion'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Diabetic macular edema'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Diabetes'}
2024-12-05 01:53:13,724 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Pseudoxanthoma elasticum'}
2024-12-05 01:53:13,734 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Pathologic myopia'}
2024-12-05 01:53:13,734 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Retinal Vein Occlusion'}
2024-12-05 01:53:13,735 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Diabetic macular edema'}
2024-12-05 01:53:13,735 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'Extended Clinical Protocol', 'entity2_type': 'risk_factor', 'entity2_name': 'Pseudoxanthoma elasticum'}
2024-12-05 01:53:54,482 - WARNING - Invalid data fields in: {'relation_type': 'risk_factor', 'entity1_type': 'ocular_characteristic', 'entity1_name': 'GA baseline size', 'entity2_type': 'progression', 'entity2_name': 'GA progression'}
2024-12-05 01:53:54,482 - WARNING - Invalid data fields in: {'relation_type': 'risk_factor', 'entity1_type': 'ocular_characteristic', 'entity1_name': 'FAF abnormalities', 'entity2_type': 'progression', 'entity2_name': 'GA progression'}
2024-12-05 01:53:54,482 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'prognosis', 'entity2_name': 'individual disease process'}
2024-12-05 01:53:54,483 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'prognosis', 'entity2_name': 'GA progression'}
2024-12-05 01:53:54,484 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'understanding', 'entity2_name': 'pathogenesis of GA'}
2024-12-05 01:53:54,484 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'identification', 'entity2_name': 'predictive markers'}
2024-12-05 01:53:54,484 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'prognostic assessment', 'entity2_name': 'individual disease process'}
2024-12-05 01:53:54,484 - WARNING - Invalid data fields in: {'relation_type': 'extension', 'entity1_type': 'study', 'entity1_name': 'DSGA study', 'entity2_type': 'study', 'entity2_name': 'FAM study'}
2024-12-05 01:54:08,400 - WARNING - Invalid data fields in: {'relation_type': 'correlate', 'entity1_type': 'test', 'entity1_name': 'single nucleotide polymorphisms', 'entity2_type': 'risk_factor', 'entity2_name': 'alterations in the gut metagenome'}
2024-12-05 01:54:15,573 - WARNING - Invalid data fields in: {'relation_type': 'characterize', 'entity1_type': 'disease', 'entity1_name': 'GA', 'entity2_type': 'biomarker', 'entity2_name': 'outer retinal atrophy'}
2024-12-05 01:54:15,574 - WARNING - Invalid data fields in: {'relation_type': 'aggravate', 'entity1_type': 'disease', 'entity1_name': 'GA', 'entity2_type': 'disease process', 'entity2_name': 'GA progression'}
2024-12-05 01:54:15,574 - WARNING - Invalid data fields in: {'relation_type': 'influence', 'entity1_type': 'risk_factor', 'entity1_name': 'GA baseline size', 'entity2_type': 'progression', 'entity2_name': 'GA progression'}
2024-12-05 01:54:15,574 - WARNING - Invalid data fields in: {'relation_type': 'influence', 'entity1_type': 'risk_factor', 'entity1_name': 'fundus autofluorescence (FAF) abnormalities', 'entity2_type': 'progression', 'entity2_name': 'GA progression'}
2024-12-05 01:54:15,574 - WARNING - Invalid data fields in: {'relation_type': 'identify', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'characteristic', 'entity2_name': 'specific characteristics'}
2024-12-05 01:54:15,574 - WARNING - Invalid data fields in: {'relation_type': 'allow', 'entity1_type': 'prognosis', 'entity1_name': 'identification of predictive markers', 'entity2_type': 'assessment', 'entity2_name': 'individual disease process'}
2024-12-05 01:54:41,111 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,111 - WARNING - Invalid data fields in: {'relation_type': 'study', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'treatment', 'entity2_name': 'bevacizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'study', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'assess', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'safety', 'entity2_name': 'non-inferiority'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'administer', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'treatment', 'entity2_name': 'intravitreal injection'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'allocate', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'treatment', 'entity2_name': 'bevacizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'allocate', 'entity1_type': 'study', 'entity1_name': 'randomized controlled multicentre open-label parallel arm study', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,112 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:41,113 - WARNING - Invalid data fields in: {'relation_type': 'compare', 'entity1_type': 'treatment', 'entity1_name': 'bevacizumab', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'age-related macular degeneration', 'entity2_type': 'demographic', 'entity2_name': 'life expectancy'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'progression', 'entity1_type': 'disease', 'entity1_name': 'age-related macular degeneration', 'entity2_type': 'demographic', 'entity2_name': 'number of people'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'diagnose', 'entity1_type': 'study', 'entity1_name': 'ASPREE-AMD study', 'entity2_type': 'disease', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'treat', 'entity1_type': 'study', 'entity1_name': 'ASPREE-AMD study', 'entity2_type': 'disease', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'age-related macular degeneration', 'entity2_type': 'demographic', 'entity2_name': 'life expectancy'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'progression', 'entity1_type': 'disease', 'entity1_name': 'age-related macular degeneration', 'entity2_type': 'demographic', 'entity2_name': 'number of people'}
2024-12-05 01:54:52,476 - WARNING - Invalid data fields in: {'relation_type': 'diagnose', 'entity1_type': 'study', 'entity1_name': 'ASPREE-AMD study', 'entity2_type': 'disease', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 01:54:52,477 - WARNING - Invalid data fields in: {'relation_type': 'treat', 'entity1_type': 'study', 'entity1_name': 'ASPREE-AMD study', 'entity2_type': 'disease', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 01:55:04,520 - WARNING - Invalid data fields in: {'relation_type': 'present', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'phenotypic_characteristic', 'entity2_name': 'RPD'}
2024-12-05 01:55:04,520 - WARNING - Invalid data fields in: {'relation_type': 'associate', 'entity1_type': 'phenotypic_characteristic', 'entity1_name': 'RPD', 'entity2_type': 'disease', 'entity2_name': 'AMD'}
2024-12-05 01:55:04,520 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'phenotypic_characteristic', 'entity1_name': 'RPD', 'entity2_type': 'symptom', 'entity2_name': 'disease progression to geographic atrophy'}
2024-12-05 01:55:04,521 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'Reticular Pseudodrusen Progression Study', 'entity2_type': 'knowledge', 'entity2_name': 'RPD progression'}
2024-12-05 01:55:04,521 - WARNING - Invalid data fields in: {'relation_type': 'identify', 'entity1_type': 'study', 'entity1_name': 'Reticular Pseudodrusen Progression Study', 'entity2_type': 'marker', 'entity2_name': 'predictive markers of RPD progression'}
2024-12-05 01:55:04,521 - WARNING - Invalid data fields in: {'relation_type': 'identify', 'entity1_type': 'study', 'entity1_name': 'Reticular Pseudodrusen Progression Study', 'entity2_type': 'marker', 'entity2_name': 'development of AMD late stages'}
2024-12-05 01:55:39,741 - WARNING - Invalid data fields in: {'relation_type': 'reduce', 'entity1_type': 'treatment', 'entity1_name': 'Stereotactic Radiotherapy', 'entity2_type': 'risk_factor', 'entity2_name': 'need for injections'}
2024-12-05 01:56:06,574 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'symptom', 'entity1_name': 'central vision loss', 'entity2_type': 'activity', 'entity2_name': 'reading'}
2024-12-05 01:56:06,575 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'symptom', 'entity1_name': 'central vision loss', 'entity2_type': 'activity', 'entity2_name': 'driving'}
2024-12-05 01:56:06,575 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'symptom', 'entity1_name': 'central vision loss', 'entity2_type': 'activity', 'entity2_name': 'recognizing faces'}
2024-12-05 01:56:06,575 - WARNING - Invalid data fields in: {'relation_type': 'goal', 'entity1_type': 'research_project', 'entity1_name': 'research project', 'entity2_type': 'prognosis', 'entity2_name': 'improving vision'}
2024-12-05 01:56:06,575 - WARNING - Invalid data fields in: {'relation_type': 'goal', 'entity1_type': 'research_project', 'entity1_name': 'research project', 'entity2_type': 'prognosis', 'entity2_name': 'maintaining function and productivity'}
2024-12-05 01:56:12,943 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'training program', 'entity2_type': 'cost', 'entity2_name': 'extensive cost'}
2024-12-05 01:56:12,943 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'training program', 'entity2_type': 'resource', 'entity2_name': 'clinical resources required for vision rehabilitation'}
2024-12-05 01:56:12,943 - WARNING - Failed to parse match: {'relation_type': 'affect', 'entity1_type': 'treatment', 'entity1_name': 'training program', 'entity2_type': 'resource', 'entity2_name': 'clinical facilities and therapists\\' time'}. Error: unterminated string literal (detected at line 1) (<unknown>, line 1)
2024-12-05 01:56:12,944 - WARNING - Invalid data fields in: {'relation_type': 'prevent', 'entity1_type': 'treatment', 'entity1_name': 'training program', 'entity2_type': 'resource', 'entity2_name': 'activities requiring face-to-face contact'}
2024-12-05 01:56:52,963 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'condition', 'entity2_name': 'irreversible blindness'}
2024-12-05 01:56:52,964 - WARNING - Invalid data fields in: {'relation_type': 'subtype', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'disease', 'entity2_name': 'PCV'}
2024-12-05 01:56:52,965 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'treatment', 'entity1_name': 'conbercept', 'entity2_type': 'anatomical_outcome', 'entity2_name': 'anatomical outcomes'}
2024-12-05 01:56:52,965 - WARNING - Invalid data fields in: {'relation_type': 'involve', 'entity1_type': 'study', 'entity1_name': 'study', 'entity2_type': 'procedure', 'entity2_name': 'intravitreal injection'}
2024-12-05 01:56:52,966 - WARNING - Invalid data fields in: {'relation_type': 'involve', 'entity1_type': 'study', 'entity1_name': 'study', 'entity2_type': 'procedure', 'entity2_name': 'follow up appointments'}
2024-12-05 01:56:52,966 - WARNING - Invalid data fields in: {'relation_type': 'involve', 'entity1_type': 'study', 'entity1_name': 'study', 'entity2_type': 'assessment', 'entity2_name': 'assessment of vision, leakage, and fluid buildup'}
2024-12-05 01:56:52,966 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'National Natural Science Foundation of China', 'entity2_type': 'study', 'entity2_name': 'study'}
2024-12-05 01:56:52,966 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'Fundamental Research Funds of the State Key Laboratory of Ophthalmology', 'entity2_type': 'study', 'entity2_name': 'study'}
2024-12-05 01:57:04,715 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'disease', 'entity1_name': 'wet AMD', 'entity2_type': 'abnormality', 'entity2_name': 'abnormal blood vessels growing in the eye'}
2024-12-05 01:57:04,716 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'chemical', 'entity1_name': 'vascular endothelial growth factor (VEGF)', 'entity2_type': 'growth', 'entity2_name': 'growth of these blood vessels'}
2024-12-05 01:57:04,716 - WARNING - Invalid data fields in: {'relation_type': 'block', 'entity1_type': 'treatment', 'entity1_name': 'conbercept', 'entity2_type': 'chemical', 'entity2_name': 'VEGF-A, VEGF-B, VEGF-C and placenta growth factor (PlGF)'}
2024-12-05 01:57:04,716 - WARNING - Invalid data fields in: {'relation_type': 'block', 'entity1_type': 'treatment', 'entity1_name': 'ranibizumab', 'entity2_type': 'chemical', 'entity2_name': 'VEGF-A'}
2024-12-05 01:57:04,716 - WARNING - Invalid data fields in: {'relation_type': 'aim', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'comparison', 'entity2_name': 'comparison of effectiveness and safety between conbercept and ranibizumab for treatment of neovascular age-related macular degeneration'}
2024-12-05 01:57:04,717 - WARNING - Invalid data fields in: {'relation_type': 'include', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'participant', 'entity2_name': 'patients aged 51–85 with active wet AMD in one eye'}
2024-12-05 01:57:04,717 - WARNING - Invalid data fields in: {'relation_type': 'involve', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'procedure', 'entity2_name': 'participants are randomly allocated to be treated with either conbercept or ranibizumab'}
2024-12-05 01:57:04,717 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'treatment', 'entity2_name': 'future treatment of AMD patients'}
2024-12-05 01:57:04,717 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'procedure', 'entity1_name': 'injection of any of the drugs', 'entity2_type': 'side effect', 'entity2_name': 'less severe side effects related to the pre-injection preparation procedure'}
2024-12-05 01:57:04,717 - WARNING - Invalid data fields in: {'relation_type': 'run', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'location', 'entity2_name': 'The First Hospital of Qiqihar City (China), The Second Affiliated Hospital of Harbin Medical University (China), Peking Union Medical College Hospital (China), The Third Affiliated Hospital of Qiqihar Medical University (China)'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'start', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'time', 'entity2_name': 'May 2014'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'end', 'entity1_type': 'study', 'entity1_name': 'this study', 'entity2_type': 'time', 'entity2_name': 'May 2016'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'The First Hospital of Qiqihar City (China)', 'entity2_type': 'study', 'entity2_name': 'this study'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'National Natural Science Foundation of China (China)', 'entity2_type': 'study', 'entity2_name': 'this study'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'Research to Prevent Blindness (USA)', 'entity2_type': 'study', 'entity2_name': 'this study'}
2024-12-05 01:57:04,718 - WARNING - Invalid data fields in: {'relation_type': 'contact', 'entity1_type': 'person', 'entity1_name': 'Dr Jinglin Cui', 'entity2_type': 'study', 'entity2_name': 'this study'}
2024-12-05 01:57:13,626 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'condition', 'entity1_name': 'hypoxia', 'entity2_type': 'disease', 'entity2_name': 'AMD'}
2024-12-05 01:57:13,628 - WARNING - Invalid data fields in: {'relation_type': 'prevent', 'entity1_type': 'treatment', 'entity1_name': 'low-level night-time light therapy', 'entity2_type': 'condition', 'entity2_name': 'hypoxia'}
2024-12-05 01:57:13,628 - WARNING - Invalid data fields in: {'relation_type': 'assess', 'entity1_type': 'study', 'entity1_name': 'the study', 'entity2_type': 'aspect', 'entity2_name': 'safety of this treatment'}
2024-12-05 01:57:13,629 - WARNING - Invalid data fields in: {'relation_type': 'aim', 'entity1_type': 'study', 'entity1_name': 'the study', 'entity2_type': 'outcome', 'entity2_name': 'slow the progression of AMD'}
2024-12-05 01:57:13,629 - WARNING - Invalid data fields in: {'relation_type': 'fund', 'entity1_type': 'organization', 'entity1_name': 'College of Optometrists', 'entity2_type': 'study', 'entity2_name': 'the study'}
2024-12-05 01:57:13,629 - WARNING - Invalid data fields in: {'relation_type': 'provide', 'entity1_type': 'organization', 'entity1_name': 'Polyphotonix Medical Ltd.', 'entity2_type': 'resource', 'entity2_name': 'masks'}
2024-12-05 01:57:13,629 - WARNING - Invalid data fields in: {'relation_type': 'contact', 'entity1_type': 'person', 'entity1_name': 'Dr Alison Binns', 'entity2_type': 'role', 'entity2_name': 'main contact'}
2024-12-05 01:57:38,633 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'diagnosis', 'entity2_name': 'retinal and choroidal abnormalities'}
2024-12-05 01:57:38,635 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'non-invasive'}
2024-12-05 01:57:38,635 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'diagnosis'}
